,Ligand SMILES,IC50 (nM),ref,inner_ID
4715,CC1CN(CCO)CCN1C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,14500,BindingDB,id_4715
4716,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,14500,BindingDB,id_4716
4717,CC1CN(CCO)CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,14531.6268,Moonshot,id_4717
4718,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O,14568.55727,Moonshot,id_4718
4719,C1=CC=C2C(=C1)C=NC=C2CC(=O)NC3=CC=CC(=C3)C#N,14600,Pubchem&Chembl,id_4719
4720,CNC(=O)CN1C[C@H](C2=C(C1=O)C=CC(=C2)Cl)C(=O)NC3=C4C(=CN=C3)C=CC=C4Cl,14600,Pubchem&Chembl,id_4720
4721,O=C(Cc1cncc2ccccc12)Nc1cccc(c1)C#N,14600,BindingDB,id_4721
4722,Brc1cccc(C=CN(=O)=O)c1,14600,BindingDB,id_4722
4723,CC(C)C[C@H](NC(=O)c1ccc(cc1)-c1noc(n1)-c1cccs1)C(=O)N(C)N(C)C#N,14600,BindingDB,id_4723
4724,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(S(N)(=O)=O)c1,14613.25517,Moonshot,id_4724
4725,COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,14673.87066,Moonshot,id_4725
4726,CC1CN(CCN1c1cccc(Cl)c1)C(=O)c1cc(=O)[nH]c2ccccc12,14700,BindingDB,id_4726
4727,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CCC(F)(F)CC2)c1,14700,BindingDB,id_4727
4728,COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,14700,BindingDB,id_4728
4729,Cc1cccc(CC2CCN(C(=O)CCl)CC2)c1,14724.75124,Moonshot,id_4729
4730,CC1=C(c2ccccc2)C1C(=O)NC(Cc1cc2ccccc2[nH]1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,14740,Pubchem&Chembl,id_4730
4731,CC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)CCN1c1cccc(Cl)c1,14744.38051,Moonshot,id_4731
4732,O=C(Cc1cccc(Cl)c1)N1Cc2ccccc2C(O)C1,14791.01998,Moonshot,id_4732
4733,C1C(C2=CC=CC=C2CN1C(=O)CC3=CC(=CC=C3)Cl)O,14800,Pubchem&Chembl,id_4733
4734,CN1N(CCC(NC(=O)OCc2ccccc2)C1=O)C#N,14800,BindingDB,id_4734
4735,C1CN(CCC1C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4)C(=O)CCl,14900,Pubchem&Chembl,id_4735
4736,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,14900,Pubchem&Chembl,id_4736
4737,ClCC(=O)N1CCC(CC1)c1nc(nc2ccccc12)-c1cccnc1,14900,BindingDB,id_4737
4738,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,15000,Pubchem&Chembl,id_4738
4739,Clc1ccc(NC(=O)CSc2nccc(n2)-c2cc(no2)-c2ccccc2)cc1,15000,BindingDB,id_4739
4740,FC(F)(F)c1ccc(NC(=O)CSc2nccc(n2)-c2cc(no2)-c2ccc(Cl)cc2Cl)cc1,15000,BindingDB,id_4740
4741,Clc1ccc(NC(=O)CSc2nccc(n2)-c2cc(no2)-c2ccccc2Cl)cc1,15000,BindingDB,id_4741
4742,[O-][N+](=O)c1ccc([n+]([O-])c1)S(=O)(=O)c1ccc(Cl)cc1,15000,BindingDB,id_4742
4743,CSc1n[nH]c(NC(=O)c2cccs2)c1S(=O)(=O)c1ccc(Cl)cc1,15000,BindingDB,id_4743
4744,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,15000,BindingDB,id_4744
4745,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(C)C,15000,BindingDB,id_4745
4746,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,15000,BindingDB,id_4746
4747,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,15000,BindingDB,id_4747
4748,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cc3cccc4ccccc34)cc2)CC1,15198.11649,Moonshot,id_4748
4749,C1CN(CCN1C(=O)CCl)S(=O)(=O)C2=CC=C(C=C2)CC3=CC=CC4=CC=CC=C43,15200,Pubchem&Chembl,id_4749
4750,C1COCCC1(CS(=O)(=O)N2C[C@@H](C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,15200,Pubchem&Chembl,id_4750
4751,CC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)COC(=O)C1=C(C=CC=C1C)C)C(C)(C)C)NC(=O)CCCC#C,15200,Pubchem&Chembl,id_4751
4752,CC[C@H](NC(=O)CCCC#C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,15200,BindingDB,id_4752
4753,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(Cc2cccc3ccccc23)cc1,15200,BindingDB,id_4753
4754,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CCOCC1,15231.20169,Moonshot,id_4754
4755,C1CS(=O)(=O)CCC1(CS(=O)(=O)N2C[C@@H](C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,15300,Pubchem&Chembl,id_4755
4756,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)/C=C(/C3=CC=CC=C3)\C(F)(F)F,15300,Pubchem&Chembl,id_4756
4757,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)C3=CC=C(C=C3)C4(CCO4)C,15300,Pubchem&Chembl,id_4757
4758,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)OC3COC3,15300,Pubchem&Chembl,id_4758
4759,CNC(=O)NC1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,15300,Pubchem&Chembl,id_4759
4760,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(\C=C(\c2ccccc2)C(F)(F)F)c1,15300,BindingDB,id_4760
4761,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,15300,BindingDB,id_4761
4762,Cc1ncc(OC(=O)c2cccc3[nH]ccc23)cc1Cl,15300,BindingDB,id_4762
4763,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,15303.90342,Moonshot,id_4763
4764,CCOc1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,15462.99865,Moonshot,id_4764
4765,CCOC1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=COC=N4,15500,Pubchem&Chembl,id_4765
4766,CCOc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,15500,BindingDB,id_4766
4767,CC(C)C[C@@H]1[C@@H](CC(=O)OCc2ccccc2)Cc2cn(CCCNC(=O)CC[C@H](NC1=O)C=O)nn2,15500,BindingDB,id_4767
4768,O=C(ON1C(=O)CCC1=O)c1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1,15500,BindingDB,id_4768
4769,C1CN(CCN(C1)S(=O)(=O)C2=CC=CC=C2F)C(=O)CCl,15600,Pubchem&Chembl,id_4769
4770,CS(=O)(=O)CC1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,15600,Pubchem&Chembl,id_4770
4771,CS(=O)(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,15600,BindingDB,id_4771
4772,Fc1ccccc1S(=O)(=O)N1CCCN(CC1)C(=O)CCl,15600,BindingDB,id_4772
4773,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,15624.57347,Moonshot,id_4773
4774,O=C(CCl)N1CCCN(S(=O)(=O)c2ccccc2F)CC1,15640.87619,Moonshot,id_4774
4775,CS(=O)(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,15648.2071,Moonshot,id_4775
4776,CCCCOC1=C(C=C(C=C1)Cl)CC(=O)NC2=C(C=CN=C2)C,15700,Pubchem&Chembl,id_4776
4777,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,15700,BindingDB,id_4777
4778,N#Cc1ncn(CC(=O)Nc2ccc(Br)cc2Cl)n1,15730.89666,Moonshot,id_4778
4779,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,15750,Pubchem&Chembl,id_4779
4780,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,15750,BindingDB,id_4780
4781,NS(=O)(=O)c1ccc(N2CCC(N3CCCCCC3)CC2)cc1,15758.05815,Moonshot,id_4781
4782,Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1,15799.9881,Moonshot,id_4782
4783,C1CCCN(CC1)C2CCN(CC2)C3=CC=C(C=C3)S(=O)(=O)N,15800,Pubchem&Chembl,id_4783
4784,CN1C(=O)CCN(C1=O)CC(=O)NC(C2=CC(=CC=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,15800,Pubchem&Chembl,id_4784
4785,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)N1CCCCCC1,15800,BindingDB,id_4785
4786,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,15821.23142,Moonshot,id_4786
4787,COc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,15868.91998,Moonshot,id_4787
4788,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4CNC(=O)N4,15900,Pubchem&Chembl,id_4788
4789,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC=C2)Br,15900,Pubchem&Chembl,id_4789
4790,COC1=CN2C(=NC=C2NC(=O)CC3=CC(=CC=C3)Cl)C=C1,15900,Pubchem&Chembl,id_4790
4791,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]c(=O)[nH]1,15900,BindingDB,id_4791
4792,CN(C)c1ccc(cc1)N(Cc1ccn[nH]1)C(=O)Cn1nnc2ccccc12,15900,BindingDB,id_4792
4793,Cc1ccncc1NC(=O)Cc1cccc(Br)c1,15900,BindingDB,id_4793
4794,CC(C)(C)c1ccc(N(C(=O)c2c[nH]c(=O)[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,15917.77464,Moonshot,id_4794
4795,CN(C)c1ccc(N(Cc2ccn[nH]2)C(=O)Cn2nnc3ccccc32)cc1,15936.09665,Moonshot,id_4795
4796,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)C(=O)NC1CC1,15940,BindingDB,id_4796
4797,CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3)CC1)OCO2,15969.42841,Moonshot,id_4797
4798,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)C3=C(N(N=C3)C)C(F)F,16000,Pubchem&Chembl,id_4798
4799,CCCC1=CC2=C(C=C1S(=O)(=O)N3CCN(CC3)C4=CC=CC=C4)OCO2,16000,Pubchem&Chembl,id_4799
4800,CCOC(=O)C(C=Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N=CC(C#N)C(=O)OCC)C#N,16000,BindingDB,id_4800
4801,OC(=O)c1ccc(cc1)S(=O)(=O)c1cc(Br)c(O)c(Br)c1,16000,BindingDB,id_4801
4802,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(O)=O,16000,BindingDB,id_4802
4803,CC1(C)Cc2c(sc(NCc3ccco3)c2C(=O)C1)C#N,16000,BindingDB,id_4803
4804,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1cnn(C)c1C(F)F,16000,BindingDB,id_4804
4805,CCCc1cc2OCOc2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1,16000,BindingDB,id_4805
4806,CCOC(O)=C(\C=N\c1ccc(cc1)S(=O)(=O)c1ccc(N\C=C(/C#N)C(=O)OCC)cc1)C#N,16000,BindingDB,id_4806
4807,Cc1c(N)cncc1NC(=O)Cc1cccc(C#N)c1,16065.56006,Moonshot,id_4807
4808,CNC(=O)CN1C[C@@](C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,16093.39682,Moonshot,id_4808
4809,C[C@]1(CN(S(=O)(=O)C2=C1C=C(C=C2)Cl)CC(=O)NC)C(=O)NC3=CN=CC4=CC=CC=C43,16100,Pubchem&Chembl,id_4809
4810,Cc1c(N)cncc1NC(=O)Cc1cccc(c1)C#N,16100,BindingDB,id_4810
4811,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1cc(F)c(F)cc1F,16140,BindingDB,id_4811
4812,Fc1ccc(CN(C(C(=O)NC2CCCCC2)c2cccnc2)C(=O)CCl)cc1,16330,BindingDB,id_4812
4813,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,16400,BindingDB,id_4813
4814,C1CC(C(=O)N(C1)C2=CN=CC3=CC=CC=C32)C4=CC=C(C=C4)Cl,16500,Pubchem&Chembl,id_4814
4815,COC1=C(C=CC=C1Cl)OCCNC(=O)C2=CC(=O)N=C3C2C=CC=C3,16500,Pubchem&Chembl,id_4815
4816,Clc1ccc(cc1)C1CCCN(C1=O)c1cncc2ccccc12,16500,BindingDB,id_4816
4817,Fc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,16500,BindingDB,id_4817
4818,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccc(F)cc2)CC1,16502.61899,Moonshot,id_4818
4819,CC1=C(c2ccccc2)C1C(=O)NC(Cc1ccc(F)cc1)c1nc(-c2ccc(C(F)(F)F)cc2)no1,16510,Pubchem&Chembl,id_4819
4820,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,16586.20903,Moonshot,id_4820
4821,COC(=O)CCSC1=C(C=CC(=C1)Cl)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CC=CO4,16600,Pubchem&Chembl,id_4821
4822,COC(=O)CCSc1cc(Cl)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,16600,BindingDB,id_4822
4823,COC(=O)CCSc1cc(Cl)ccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,16640.63175,Moonshot,id_4823
4824,FC1(F)CCC(CC1)NC(=O)[C@H](N(C(=O)[C@@H]1CO1)c1ccc(cc1)-c1cnco1)c1cncnc1,16660,BindingDB,id_4824
4825,CC1=CC(=CC2=C1N(C(=O)C2=O)CCBr)Br,16700,Pubchem&Chembl,id_4825
4826,Cc1cc(Br)cc2C(=O)C(=O)N(CCBr)c12,16700,BindingDB,id_4826
4827,Cc1cc(Br)cc2c1N(CCBr)C(=O)C2=O,16712.95212,Moonshot,id_4827
4828,CC1(C)[C@H](C(=O)OCc2cc(F)cc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,16900,Pubchem&Chembl,id_4828
4829,COC[C@]1(CCOC2=CC(=C(C=C21)Cl)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,16900,Pubchem&Chembl,id_4829
4830,COC[C@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,16900,BindingDB,id_4830
4831,Clc1ccc(cc1)-c1nc(SCCc2ccccc2)[nH]c(=O)c1C#N,16900,BindingDB,id_4831
4832,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC)C(=O)C=C,17000,Pubchem&Chembl,id_4832
4833,CNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,17000,BindingDB,id_4833
4834,CC1=C(C=NC=C1)NC(=O)C(C2=CC(=CC=C2)Cl)C(=O)OC,17100,Pubchem&Chembl,id_4834
4835,COC(=O)C(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,17100,BindingDB,id_4835
4836,CC1=CC(=O)c2c(O)cccc2C1=O,17100,BindingDB,id_4836
4837,CC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,17178.49249,Moonshot,id_4837
4838,C1CN(CCN(C1)S(=O)(=O)C2=CC=CC(=C2)F)C(=O)CCl,17200,Pubchem&Chembl,id_4838
4839,CC(=O)N1CC[C@H](C2=C1C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,17200,Pubchem&Chembl,id_4839
4840,Cc1cc2cc(CN(CCc3ccccc3C)C(=O)NCc3ccccc3)c(=O)[nH]c2cc1C,17200,Pubchem&Chembl,id_4840
4841,Cc1ccccc1CCN(Cc1cc2cc(C)c(C)cc2[nH]c1=O)C(=O)NCc1ccccc1,17200,BindingDB,id_4841
4842,CC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc12,17200,BindingDB,id_4842
4843,Fc1cccc(c1)S(=O)(=O)N1CCCN(CC1)C(=O)CCl,17200,BindingDB,id_4843
4844,O=C(CCl)N1CCCN(S(=O)(=O)c2cccc(F)c2)CC1,17236.7639,Moonshot,id_4844
4845,Cc1cccc(COC(=O)c2cccc3c2NC(=O)C3=O)c1,17287.60769,Moonshot,id_4845
4846,C=CC(=O)N(C1=CC=C(C=C1)C(F)(F)F)C(C2=CC(=CN=C2)O)C(=O)NCCC3=CC(=CC=C3)F,17300,Pubchem&Chembl,id_4846
4847,CC1=CC(=CC=C1)COC(=O)C2=CC=CC3=C2NC(=O)C3=O,17300,Pubchem&Chembl,id_4847
4848,Cc1cccc(COC(=O)c2cccc3C(=O)C(=O)Nc23)c1,17300,BindingDB,id_4848
4849,Oc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(F)(F)F)C(=O)NCCc1cccc(F)c1,17300,BindingDB,id_4849
4850,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1,17336.18415,Moonshot,id_4850
4851,CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12,17360.82975,Moonshot,id_4851
4852,CCOC(=O)c1ccc(cc1)N1NC(=O)C(=Cc2ccc(o2)[N+]([O-])=O)C1=O,17380,BindingDB,id_4852
4853,COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(Cl)c(Cl)cc21,17483.53531,Moonshot,id_4853
4854,CC(=O)Nc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,17492.41139,Moonshot,id_4854
4855,CC(=O)NC1=C(C=C(C=C1)C#N)CN2CCN(CC2)C(=O)CCl,17500,Pubchem&Chembl,id_4855
4856,Cc1cc(-c2ccc(/C=N/NC(=O)Cn3nnnc3N)o2)c([N+](=O)[O-])cc1C,17500,Pubchem&Chembl,id_4856
4857,CC(=O)Nc1ccc(cc1CN1CCN(CC1)C(=O)CCl)C#N,17500,BindingDB,id_4857
4858,Ic1ccc2N(Cc3ccc(s3)C(=O)N3CCCCC3)C(=O)C(=O)c2c1,17500,BindingDB,id_4858
4859,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,17530,Pubchem&Chembl,id_4859
4860,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=NN(N=C4)C,17600,Pubchem&Chembl,id_4860
4861,COCC1(CCOC2=CC(=C(C=C21)Cl)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,17600,Pubchem&Chembl,id_4861
4862,Cn1ncc(n1)C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccc(cc1)C(C)(C)C,17600,BindingDB,id_4862
4863,Cn1ncc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,17600.0934,Moonshot,id_4863
4864,CCCCN1C(=O)C(=O)c2cc(ccc12)C(N)=O,17800,BindingDB,id_4864
4865,CC1CCN(CC1)S(=O)(=O)c1ccc2N(Cc3ccc4ccccc4c3)C(=O)C(=O)c2c1,17820,BindingDB,id_4865
4866,CC(C)C[C@H](NC(=O)NCc1ccc(cc1)-c1noc(n1)-c1cccs1)C(=O)N(C)N(C)C#N,17900,BindingDB,id_4866
4867,OCCSC1=C(SCCO)C(=O)c2ccccc2C1=O,17930,BindingDB,id_4867
4868,CC1=NC(=CS1)CN2C3=C(C=C(C=C3)Br)C(=O)C2=O,18000,Pubchem&Chembl,id_4868
4869,CSc1nn(c(-c2cccs2)c1C#N)-c1c(c(C)nn1C)[N+]([O-])=O,18000,BindingDB,id_4869
4870,Clc1ccc(s1)-c1csc(CS(=O)(=O)c2cccs2)n1,18000,BindingDB,id_4870
4871,Cc1nc(CN2C(=O)C(=O)c3cc(Br)ccc23)cs1,18000,BindingDB,id_4871
4872,Clc1ccc(s1)-c1c[s+]c(CS(=O)(=O)c2cccs2)[nH]1,18000,BindingDB,id_4872
4873,CCOC(=O)C1OC1C(=O)N(CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,18000,BindingDB,id_4873
4874,CSc1nn(c(-c2cccs2)c1C#N)-c1c(c(C)nn1C)N(=O)=O,18000,BindingDB,id_4874
4875,OC(=O)c1ccc(C=C2C(=O)N(N=C2c2ccccc2)c2ccccc2)cc1,18000,BindingDB,id_4875
4876,CC(CNC(=O)CCC1(C)C(CC(N)=O)C2N=C1C(C)=C1N=C(C=C3N=C(C(C)=C4[N-]C2(C)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C1CCC(N)=O)OP([O-])(=O)OC1C(CO)OC(C1O)n1cnc2cc(C)c(C)cc12,18020,BindingDB,id_4876
4877,CC(CNC(=O)CCC1(C)C(CC(N)=O)C2[N-]C1=C(C)C1=NC(=CC3=NC(=C(C)C4=NC2(C)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C1CCC(N)=O)OP(O)(=O)OC1C(CO)OC(C1O)n1cnc2cc(C)c(C)cc12,18020,BindingDB,id_4877
4878,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F,18160.66019,Moonshot,id_4878
4879,O=C(CCl)N1CCC(c2nc(-c3cccnc3)nc3ccccc23)CC1,18175.21757,Moonshot,id_4879
4880,C1=CC(=CC(=C1)Cl)CC(=O)NC2=C(C=CN=C2)C(F)(F)F,18200,Pubchem&Chembl,id_4880
4881,C1COCCN1C2=CC=C(C=C2)N(CC3=CC=CC=C3)C(=O)CN4C5=CC=CC=C5N=N4,18200,Pubchem&Chembl,id_4881
4882,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN5C=CC=CC5=N4,18200,Pubchem&Chembl,id_4882
4883,O=C(CSc1nc(C2CCCCC2)nc2ccccc12)NCc1ccco1,18200,Pubchem&Chembl,id_4883
4884,O=C(CSc1nc(nc2ccccc12)C1CCCCC1)NCc1ccco1,18200,BindingDB,id_4884
4885,Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc12,18200,BindingDB,id_4885
4886,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cn2ccccc2n1,18200,BindingDB,id_4886
4887,O=C(Cn1nnc2ccccc12)N(Cc1ccccc1)c1ccc(cc1)N1CCOCC1,18200,BindingDB,id_4887
4888,FC(F)(F)c1ccncc1NC(=O)Cc1cccc(Cl)c1,18200,BindingDB,id_4888
4889,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cc(F)ccc12,18200,BindingDB,id_4889
4890,CC(C)(C)c1ccc(N(C(=O)c2cn3ccccc3n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,18203.88702,Moonshot,id_4890
4891,OC(=O)c1ccc(cc1)N1C(=O)C(=Cc2ccc(o2)-c2ccc(cc2)[N+]([O-])=O)C=C1c1ccccc1,18280,BindingDB,id_4891
4892,O=C(Cn1nnc(-c2ccccc2)n1)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,18285.71562,Moonshot,id_4892
4893,Clc1cccc(c1)C(NC(=O)Cn1nnc(n1)-c1ccccc1)C(=O)Nc1cncc2ccccc12,18300,BindingDB,id_4893
4894,C1[C@H](C2=C(O1)C=CC(=C2)Cl)C(=O)NC3=C(C=CN=C3)CO,18400,Pubchem&Chembl,id_4894
4895,OCc1ccncc1NC(=O)[C@@H]1COc2ccc(Cl)cc12,18400,BindingDB,id_4895
4896,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1,18458.66649,Moonshot,id_4896
4897,CC(=O)OCC1Cc2c(-c3ccc(Br)cn3)cccc2-c2c(O)ccc(C)c21,18500,Pubchem&Chembl,id_4897
4898,CC1=CC=C(C=C1)S(=O)(=O)NC2CCN(CC2)C(=O)CCl,18500,Pubchem&Chembl,id_4898
4899,COC1(CC1)CS(=O)(=O)N2C[C@@H](C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,18500,Pubchem&Chembl,id_4899
4900,Cc1ccc(cc1)S(=O)(=O)NC1CCN(CC1)C(=O)CCl,18500,BindingDB,id_4900
4901,C1=CC=C2C(=C1)C=NC=C2NC(=O)C(C3=CC(=CC=C3)Cl)NC(=O)CNC(=O)C4=CC=C(C=C4)C#N,18700,Pubchem&Chembl,id_4901
4902,CNC1=CC=C(C=C1)N(CC2=CSC=C2)C(=O)CN3C4=CC=CC=C4N=N3,18700,Pubchem&Chembl,id_4902
4903,Clc1cccc(c1)C(NC(=O)CNC(=O)c1ccc(cc1)C#N)C(=O)Nc1cncc2ccccc12,18700,BindingDB,id_4903
4904,N#Cc1ccc(C(=O)NCC(=O)NC(C(=O)Nc2cncc3ccccc23)c2cccc(Cl)c2)cc1,18728.11971,Moonshot,id_4904
4905,CC(C)(C)c1ccc(N(C(=O)c2cc(CO)[nH]n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,18771.21628,Moonshot,id_4905
4906,C1CCC2C(C1)C(CC(=O)N2)C(=O)N3CCN(CC3)CC4=CC=CC=C4,18800,Pubchem&Chembl,id_4906
