,Ligand SMILES,IC50 (nM),ref,inner_ID
6423,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCC3=CNC4=CC=CC=C43,99000,Pubchem&Chembl,id_6423
6424,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCCN3CCCC3=O,99000,Pubchem&Chembl,id_6424
6425,CC(C)CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCN3CCOCC3,99000,Pubchem&Chembl,id_6425
6426,CC(C)N(C(C)C)C(=O)CC1C(=O)C2=CC=CC=C2NC1=O,99000,Pubchem&Chembl,id_6426
6427,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6427
6428,CC(C)S(=O)(=O)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6428
6429,CC(C1=CC=CC=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6429
6430,CC(CCC1=CC=CO1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6430
6431,CC(CN1C=CN=C1C#N)C2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6431
6432,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)N,99000,Pubchem&Chembl,id_6432
6433,CC1(CCNC1=O)NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6433
6434,CC1=C(C(=NO1)C)CCNC(=O)NC2=CN(C(=O)C3=CC=CC=C32)CC(C)C,99000,Pubchem&Chembl,id_6434
6435,CC1=C(C=C(C=C1)N2C3=C(C=N2)C(=O)N(C=N3)CC(=O)N)C,99000,Pubchem&Chembl,id_6435
6436,CC1=C(C=CC(=C1)OC)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C(C)(C)C)C(=O)C=C,99000,Pubchem&Chembl,id_6436
6437,CC1=C(C=CC=C1C(=O)N2CCC(CC2)C3CCNC3)C4=CC=CC=N4,99000,Pubchem&Chembl,id_6437
6438,CC1=C(C=NC=C1)C(C(=O)NCCC2=CC(=CC=C2)F)N(CC3=CC(=CC=C3)Cl)C(=O)C=C,99000,Pubchem&Chembl,id_6438
6439,CC1=C(C=NC=C1)CC(=O)NC2=CC=CC3=C2CNCC3,99000,Pubchem&Chembl,id_6439
6440,CC1=C(C=NC=C1)N2CCN(C2=O)C3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6440
6441,CC1=C(C=NC=C1)NC(=O)[C@@H](C)OC(F)F,99000,Pubchem&Chembl,id_6441
6442,CC1=C(C=NC=C1)NC(=O)[C@@H]2CCOC3=C2C=C(C=C3)Cl,99000,Pubchem&Chembl,id_6442
6443,CC1=C(C=NC=C1)NC(=O)CC(C)C(C)C,99000,Pubchem&Chembl,id_6443
6444,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)C3=NC=CN3,99000,Pubchem&Chembl,id_6444
6445,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)OCC3=CC=C(C=C3)OCC4=CC=CC=C4F,99000,Pubchem&Chembl,id_6445
6446,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)OCC3=NC=CN3,99000,Pubchem&Chembl,id_6446
6447,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)OCC3=NN(C4=CC=CC=C43)C(=O)OC(C)(C)C,99000,Pubchem&Chembl,id_6447
6448,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC=C2)C3=CNN=C3,99000,Pubchem&Chembl,id_6448
6449,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CN=C2)Cl,99000,Pubchem&Chembl,id_6449
6450,CC1=C(C=NC=C1)NC(=O)CC2=CC3=C(C=C2)NN=C3,99000,Pubchem&Chembl,id_6450
6451,CC1=C(C=NC=C1)NC(=O)CCC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6451
6452,CC1=C(C=NC=C1)NC(=O)CCC2=CC(=CC=C2)F,99000,Pubchem&Chembl,id_6452
6453,CC1=C(C=NC=C1)NC(=O)CCC2=CC=NN2,99000,Pubchem&Chembl,id_6453
6454,CC1=C(C=NC=C1)NC(=O)CN(C)S(=O)(=O)C2=CC=CC3=C2N=CC=C3,99000,Pubchem&Chembl,id_6454
6455,CC1=C(C=NC=C1)NC(=O)CN2CCCCC2,99000,Pubchem&Chembl,id_6455
6456,CC1=C(C=NC=C1)NC(=O)CN2CCN(CC2)C(=O)C,99000,Pubchem&Chembl,id_6456
6457,CC1=C(C=NC=C1)NC(=O)N(C)C2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6457
6458,CC1=C(C=NC=C1)NC(=O)N(CCC2CCCCC2)C3=CC(=CC(=C3)Cl)OC(C)C,99000,Pubchem&Chembl,id_6458
6459,CC1=C(C=NC=C1)OCCNC(=O)C(C)(C)C2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6459
6460,CC1=C(C2=NN=CN2C=C1)NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6460
6461,CC1=C(N=CC=C1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)CC(C)C,99000,Pubchem&Chembl,id_6461
6462,CC1=C(N=NC=C1)NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6462
6463,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CC4=CC=CC=C4C(=O)O3)C,99000,Pubchem&Chembl,id_6463
6464,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3CCN(CC3)C4=NC=C(C=C4)Cl)C,99000,Pubchem&Chembl,id_6464
6465,CC1=CC(=[N+](C(=N1)C#N)C)C,99000,Pubchem&Chembl,id_6465
6466,CC1=CC(=C(C=C1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)CC(C)C)Br,99000,Pubchem&Chembl,id_6466
6467,CC1=CC(=C(C=C1Cl)OC)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6467
6468,CC1=CC(=C(C=C1Cl)OC)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)CC(C)C,99000,Pubchem&Chembl,id_6468
6469,CC1=CC(=C2C(=C1)C(=C(N2)C)C)CNC(=O)C3=CC=C(C=C3)CNC(=O)C=C,99000,Pubchem&Chembl,id_6469
6470,CC1=CC(=CC(=C1C)S(=O)(=O)N(C)C)C(=O)N2CCC(CC2)C3CCNC3,99000,Pubchem&Chembl,id_6470
6471,CC1=CC(=CC(=C1C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N)NC(=O)[C@@H](CCCN=C(N)N)N)C)O,99000,Pubchem&Chembl,id_6471
6472,CC1=CC(=CC(=C1OC(F)F)C)C(=O)N2CCC(CC2)C3CCNC3,99000,Pubchem&Chembl,id_6472
6473,CC1=CC(=CN=C1)C(C(=O)NCCC2=CC(=CC=C2)F)N(C3=CC=C(C=C3)C(C)(C)C)C(=O)C=C,99000,Pubchem&Chembl,id_6473
6474,CC1=CC(=NC(=N1)C#N)C,99000,Pubchem&Chembl,id_6474
6475,CC1=CC(=NC=C1NC(=O)CC2=CC(=CC=C2)Cl)N,99000,Pubchem&Chembl,id_6475
6476,CC1=CC(=NC2=C1C(=NN2C(=O)CC3=CC(=CC=C3)Cl)N)C(F)(F)F,99000,Pubchem&Chembl,id_6476
6477,CC1=CC(=NO1)C2=C(C(=NN2C3=CC=CC=C3)C)C(=O)OC,99000,Pubchem&Chembl,id_6477
6478,CC1=CC(=NO1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)CC(C)C,99000,Pubchem&Chembl,id_6478
6479,CC1=CC=C(C=C1)C(CC2=CC=CC=C2)C(=O)NC3=C4C=CC=CN4N=N3,99000,Pubchem&Chembl,id_6479
6480,CC1=CC=C(C=C1)NC2=CC=CC=C2C(=O)N3CCC(CC3)C4CCNC4,99000,Pubchem&Chembl,id_6480
6481,CC1=CC=CC=C1C(C)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6481
6482,CC1=CC2=C(C=C1C)OCC2C(=O)N3CCCCC3C4=CNN=C4,99000,Pubchem&Chembl,id_6482
6483,CC1=CC2=C(S1)N(C(=O)N=C2N)CC(=O)NC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6483
6484,CC1=CC2=NC(=C(N2C=C1)C3CCC4C(C3)CNN4)C5=CC=C(C=C5)F,99000,Pubchem&Chembl,id_6484
6485,CC1=NC(=CC=C1)NC(=O)[C@@H](C2=CC=CC=C2)N3CC4=CC=CC=C4C3=O,99000,Pubchem&Chembl,id_6485
6486,CC1=NC(=NN1)C2=CC=CC(=C2)CNC(=O)NC3=CC=CC(=C3)CN4CCCC4=O,99000,Pubchem&Chembl,id_6486
6487,CC1=NC2=C(O1)C=C(C=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6487
6488,CC1=NN(C2=NNC(=C12)NC(=O)CC3=CC(=CC=C3)Cl)C,99000,Pubchem&Chembl,id_6488
6489,CC1C(CCCN1CC2=CC=CC=C2)O,99000,Pubchem&Chembl,id_6489
6490,CC1C(CNN1)CC(=O)NC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6490
6491,CC1C(CNN1)NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6491
6492,CC1C2=CC(=C(C=C2CCN1C(=O)NC3=CN(C(=O)C4=CC=CC=C43)C)OC)OC,99000,Pubchem&Chembl,id_6492
6493,CC1CCNC(=O)C1NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6493
6494,CC1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)C3CC(=O)NC4C3CCCC4,99000,Pubchem&Chembl,id_6494
6495,CCC(=O)NC1=CC=C(C=C1)N(C)C(=O)CN2C3=CC=CC=C3N=N2,99000,Pubchem&Chembl,id_6495
6496,CCC(=O)NC1=CC=C(C=C1)N(CC2=CC=CC=C2)C(=O)N3C4=CC=CC=C4N=N3,99000,Pubchem&Chembl,id_6496
6497,CCC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)N2CCC(CC2)C3CCNC3,99000,Pubchem&Chembl,id_6497
6498,CCC1=CC(=CC=C1)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C(C)OC)C(=O)C=C,99000,Pubchem&Chembl,id_6498
6499,CCC1=CC(=CC=C1)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C4(CC4)C)C(=O)C=C,99000,Pubchem&Chembl,id_6499
6500,CCC1=CC(=CC=C1)NC(=O)C(C2=CN=CC=C2)N(C3=NOC(=C3)C(C)(C)C)C(=O)C=C,99000,Pubchem&Chembl,id_6500
6501,CCC1=CC=CC=C1N(CC)C(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6501
6502,CCC1=CC2=C(C=C1)N(C(=O)C2=O)CC(=O)O,99000,Pubchem&Chembl,id_6502
6503,CCCC1C(=NC2=NN(C(=O)C2C1=O)C3=CC=CC=C3)C,99000,Pubchem&Chembl,id_6503
6504,CCCCC1=NC=C(N1)C2=NC=CN2CC(F)(F)F,99000,Pubchem&Chembl,id_6504
6505,CCCCC1=NC=C(N1)C2=NC=CN2CCC3=CC=CC=N3,99000,Pubchem&Chembl,id_6505
6506,CCCCN(CCNC(=O)NC1=CN(C(=O)C2=CC=CC=C21)C)CC3=CC=CO3,99000,Pubchem&Chembl,id_6506
6507,CCCOC1=C(C=C(C=C1Cl)C(=O)N2CCC(CC2)C3CCNC3)OCC,99000,Pubchem&Chembl,id_6507
6508,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6508
6509,CCN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C)N=C1CSC3=NC(=C(N3CC4CCCO4)C)C,99000,Pubchem&Chembl,id_6509
6510,CCOC(=O)C1=C(OC2=CC=CC=C21)COC3=CC(=CC(=C3)CC(=O)NC4=C(C=CN=C4)C)Cl,99000,Pubchem&Chembl,id_6510
6511,CCOC(=O)C1=CC(=NN1)C2=CC(=CC(=C2)CC(=O)NC3=C(C=CN=C3)C)Cl,99000,Pubchem&Chembl,id_6511
6512,CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6512
6513,CCOC(=O)CC1=CSC(=N1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)CC(C)C,99000,Pubchem&Chembl,id_6513
6514,CCOC(=O)N1CCC(CC1)NC(=O)NC2=CN(C(=O)C3=CC=CC=C32)C,99000,Pubchem&Chembl,id_6514
6515,CCOC1=NC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6515
6516,CN(C)C(=O)C(CNC(=O)[C@@H](C1=CC=CC=C1)N2CC3=CC=CC=C3C2=O)C4=CC=CC=C4,99000,Pubchem&Chembl,id_6516
6517,CN(C)C1=CC=C(C=C1)C(CC2=CSC=C2)C(=O)NC3=NN=C4N3C=CC=C4,99000,Pubchem&Chembl,id_6517
6518,CN(C)C1=CC=C(C=C1)C(CC2=CSC=C2)C(=O)NN3C=NC4=CC=CC=C43,99000,Pubchem&Chembl,id_6518
6519,CN(C)C1=CN=CC(=C1)CN(C2=CC(=CC=C2)Cl)C(=O)C3CC(=O)NC4C3CCCC4,99000,Pubchem&Chembl,id_6519
6520,CN(C)CCCN(CC1=CC=CS1)C(=O)CC2=CN=CC3=CC=CC=C32,99000,Pubchem&Chembl,id_6520
6521,CN(C)CCNC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C=C,99000,Pubchem&Chembl,id_6521
6522,CN(C)S(=O)(=O)C1=C(C=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4)OC,99000,Pubchem&Chembl,id_6522
6523,CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=C(N=C3N2C=CS3)C4=CC=CC=C4,99000,Pubchem&Chembl,id_6523
6524,CN(CC1=CC(=CC=C1)Cl)C(=O)CN2C3=CC=CC=C3N=N2,99000,Pubchem&Chembl,id_6524
6525,CN1C(=O)CCC2=C1C=CC(=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6525
6526,CN1C[C@H](C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)[C@@H]5CN(CC6=C5C=C(C=C6Cl)Cl)C,99000,Pubchem&Chembl,id_6526
6527,CN1C=C(C=N1)CC(C2=CC=C(C=C2)OC)C(=O)NC3=CNC4=CC=CC=C43,99000,Pubchem&Chembl,id_6527
6528,CN1C=C(C=N1)CN(C2=CC=C(C=C2)N3CCCCC3)C(=O)CN4C5=CC=CC=C5N=N4,99000,Pubchem&Chembl,id_6528
6529,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6529
6530,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)N(CC3CCCO3)CC4=CC=CO4,99000,Pubchem&Chembl,id_6530
6531,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)N3CCN(CC3)C(=O)C4=CC=CO4,99000,Pubchem&Chembl,id_6531
6532,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3=C(C=C(C=C3)OC)OC,99000,Pubchem&Chembl,id_6532
6533,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NC3=CC(=C(C=C3)OC)OC,99000,Pubchem&Chembl,id_6533
6534,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCC3=C(C=CC(=C3)OC)OC,99000,Pubchem&Chembl,id_6534
6535,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCC3=CC=CC=N3,99000,Pubchem&Chembl,id_6535
6536,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCC3=CC=C(C=C3)Cl,99000,Pubchem&Chembl,id_6536
6537,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCC3=CSC=C3,99000,Pubchem&Chembl,id_6537
6538,CN1C=C(C2=CC=CC=C2C1=O)NC(=O)NCCCN3CCC4=CC=CC=C4C3,99000,Pubchem&Chembl,id_6538
6539,CN1C=C(N=C1)CN(C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)C4=CN=NN4C5=CC=CC=C5,99000,Pubchem&Chembl,id_6539
6540,CN1C=CC(=N1)C(=O)NC[C@@H]2CCCO2,99000,Pubchem&Chembl,id_6540
6541,CN1C=CC(=N1)CN(C2=CC=C(C=C2)C3=CC=CC=N3)C(=O)CC4=CN=CC=C4,99000,Pubchem&Chembl,id_6541
6542,CN1C=CC2=C1C=CC(=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6542
6543,CN1C=NC=C1NC(=O)CC2=CC(=CC=C2)Cl,99000,Pubchem&Chembl,id_6543
6544,CN1C=NC2=C1C=CC(=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5,99000,Pubchem&Chembl,id_6544
6545,CN1C2=C(C=C(C=C2)N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=CN=CN5)C=N1,99000,Pubchem&Chembl,id_6545
6546,CN1C2=C(C=N1)C(=O)N(C=N2)CC(=O)NC(C3=CC(=CC=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,99000,Pubchem&Chembl,id_6546
6547,CN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)NC(=O)C4CCCCC(=O)N4,99000,Pubchem&Chembl,id_6547
6548,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)C(F)(F)F)C,99000,Pubchem&Chembl,id_6548
6549,CN1CCN(CC1)C2=C(C=C(C=C2)F)C(=O)N3CCC(CC3)C4CCNC4,99000,Pubchem&Chembl,id_6549
6550,CNC(=O)C(C1=CN=CC=C1)N(CC2=CC=CC=C2Cl)C(=O)C=C,99000,Pubchem&Chembl,id_6550
6551,CNCC1CCCN(C1)C(=O)[C@@H](C2=CC=CC=C2)N3CC4=CC=CC=C4C3=O,99000,Pubchem&Chembl,id_6551
6552,CNS(=O)(=O)C1=CC=CC=C1CNC(=O)C=C,99000,Pubchem&Chembl,id_6552
6553,COC(=O)C(C1=CC=CC=C1Cl)N2CCC(/C(=C/C(=O)O)/C2)S,99000,Pubchem&Chembl,id_6553
6554,COC1=C(C=C(C=C1)Cl)N2C(=O)CN(C2=O)CC3=CC(=O)N=C4C3C=CC=C4,99000,Pubchem&Chembl,id_6554
6555,COC1=C(C=C(C=C1)N2C(=O)CCS2(=O)=O)S(=O)(=O)NC3=CC=CC4=C3N=CC=C4,99000,Pubchem&Chembl,id_6555
6556,COC1=CC(=CC2=C1OCC[C@H]2C(=O)NC3=CN=CC4=CC=CC=C43)Cl,99000,Pubchem&Chembl,id_6556
6557,COC1=CC(=NC(=N1)C#N)OC,99000,Pubchem&Chembl,id_6557
6558,COC1=CC=C(C=C1)C(CC2=CSC=C2)C(=O)NC3=NNC4=CC=CC=C43,99000,Pubchem&Chembl,id_6558
6559,COC1=CC=C(C=C1)N(CC2=CC=CC=C2)C(=O)CC3=CNC4=CC=CC=C43,99000,Pubchem&Chembl,id_6559
6560,COC1=CC=CC(=C1)CCN(C2=CC(=CC=C2)Cl)C(=O)C3CC(=O)NC4C3CCCC4,99000,Pubchem&Chembl,id_6560
6561,COC1=CC=CC(=C1)CN2CCN(CC2)C(=O)C3=CC(=O)N=C4C3C=CC=C4,99000,Pubchem&Chembl,id_6561
6562,COC1=CC=CC=C1CN(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN=CN4,99000,Pubchem&Chembl,id_6562
6563,COC1=CC=CC=C1NC2CN(C2)C(=O)C3=CC(=O)N=C4C3C=CC=C4,99000,Pubchem&Chembl,id_6563
6564,COC1=CC=CC=C1NCCNC(=O)C2=CC(=O)N=C3C2C=CC=C3,99000,Pubchem&Chembl,id_6564
6565,COC1=CC=CC=C1OC2CCN(C2)C(=O)C3=CC(=O)N=C4C3C=CC=C4,99000,Pubchem&Chembl,id_6565
6566,COC1=CC=CC=C1OC2CN(C2)C(=O)C3=CC(=O)N=C4C3C=CC=C4,99000,Pubchem&Chembl,id_6566
6567,COC1=CC=CC=C1OCCNC(=O)C2CC(=O)CCN2,99000,Pubchem&Chembl,id_6567
6568,COC1=CC2=C(C=C1)C(=NN2)NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6568
6569,COC1=CC2=C(C=C1)C(=NN2C(=O)CC3=CC(=CC=C3)Cl)N,99000,Pubchem&Chembl,id_6569
6570,COC1=CC2=C(C=C1)C(=NO2)NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6570
6571,COC1=CC2=C(C=C1)N(N=C2N)C(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6571
6572,COC1=CC2=C(C=C1)NN=C2NC(=O)C3CCOC4=C3C=C(C=C4)Cl,99000,Pubchem&Chembl,id_6572
6573,COC1=CC2=C(C=C1)NN=C2NC(=O)CC3=CC(=CC=C3)Cl,99000,Pubchem&Chembl,id_6573
6574,COC1=CN=C(N=C1)C#N,99000,Pubchem&Chembl,id_6574
6575,COCCNC(=O)[C@@H](C1=CC=CC=C1)N2CC3=CC=CC=C3C2=O,99000,Pubchem&Chembl,id_6575
6576,CS(=O)(=O)C1=CC=CC=C1C(=O)N2CCC(CC2)C3CCNC3,99000,Pubchem&Chembl,id_6576
6577,CS(=O)(=O)N(CCC1=CC=CC=C1)CC2CCN(CC2)C(=O)CCl,99000,Pubchem&Chembl,id_6577
6578,CS(=O)(=O)NC1=C(C=C(C=C1)Cl)C(=O)N2CCC(CC2)C3CCNC3,99000,Pubchem&Chembl,id_6578
6579,O=C(N1CCC(CC1)C1CCNC1)c1cccc(CN2CCCC2=O)c1,99000,BindingDB,id_6579
6580,Cc1ccc(Nc2ccccc2C(=O)N2CCC(CC2)C2CCNC2)cc1,99000,BindingDB,id_6580
6581,CS(=O)(=O)Nc1ccc(Cl)cc1C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6581
6582,O=C(N1CCC(CC1)C1CCNC1)c1ccc2NC(=O)CCc2c1,99000,BindingDB,id_6582
6583,CN(C)S(=O)(=O)c1cc(cc(C)c1C)C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6583
6584,Cc1c(cccc1-c1ccccn1)C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6584
6585,CCCOc1c(Cl)cc(cc1OCC)C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6585
6586,O=C(N1CCC(CC1)C1CCNC1)c1cccc(c1)N1CCCNC1=O,99000,BindingDB,id_6586
6587,CN1CCN(CC1)c1ccc(F)cc1C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6587
6588,Cc1cc(cc(C)c1OC(F)F)C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6588
6589,CS(=O)(=O)c1ccccc1C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6589
6590,CCc1ccc(cc1C(=O)N1CCC(CC1)C1CCNC1)S(C)(=O)=O,99000,BindingDB,id_6590
6591,FC(F)c1nc2cc(ccc2[nH]1)C(=O)N1CCC(CC1)C1CCNC1,99000,BindingDB,id_6591
6592,Cc1cccc(NC(=O)[C@H](N2Cc3ccccc3C2=O)c2ccccc2)n1,99000,BindingDB,id_6592
6593,O=C(Nc1ccncc1)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,99000,BindingDB,id_6593
6594,Fc1ccc(NC(=O)[C@H](N2Cc3ccccc3C2=O)c2ccccc2)cc1,99000,BindingDB,id_6594
6595,COCCNC(=O)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,99000,BindingDB,id_6595
6596,O=C(NCCc1ccccc1)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,99000,BindingDB,id_6596
6597,CNCC1CCCN(C1)C(=O)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,99000,BindingDB,id_6597
6598,CN(C)C(=O)C(CNC(=O)[C@H](N1Cc2ccccc2C1=O)c1ccccc1)c1ccccc1,99000,BindingDB,id_6598
6599,Fc1cccc(CCNC(=O)C(N(C2CCN(C2)c2ccccc2F)C(=O)c2cnc[nH]2)c2cccnc2)c1,99000,BindingDB,id_6599
6600,Fc1cccc(CCNC(=O)C(N(C2CCN(C2)c2ccccc2)C(=O)c2cnc[nH]2)c2cccnc2)c1,99000,BindingDB,id_6600
6601,CC(N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnc[nH]1)c1ccccc1,99000,BindingDB,id_6601
6602,CC(N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnc[nH]1)c1ccccc1C,99000,BindingDB,id_6602
6603,Fc1cccc(CCNC(=O)C(N(C2CCCC3(CCC3)C2)C(=O)c2cnc[nH]2)c2cccnc2)c1,99000,BindingDB,id_6603
6604,COc1ccccc1OCCNC(=O)c1cc(=O)cc[nH]1,99000,BindingDB,id_6604
6605,Fc1cccc(CCNC(=O)C(N(Cc2ccccc2)C(=O)c2c[nH]cn2)c2cccnc2)c1,99000,BindingDB,id_6605
6606,Fc1cccc(CCNC(=O)C(N(Cc2cccnc2)C(=O)c2c[nH]cn2)c2cccnc2)c1,99000,BindingDB,id_6606
6607,Fc1cccc(CCNC(=O)C(N(C2CCCCCC2)C(=O)c2c[nH]cn2)c2cccnc2)c1,99000,BindingDB,id_6607
6608,CC(C)S(=O)(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,99000,BindingDB,id_6608
6609,COc1ccccc1CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,99000,BindingDB,id_6609
6610,CCOc1ccc(cn1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,99000,BindingDB,id_6610
6611,COc1cc(ccc1S(=O)(=O)N(C)C)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,99000,BindingDB,id_6611
6612,Fc1cccc(CCNC(=O)C(N(C2CCC3OCCC3C2)C(=O)c2c[nH]cn2)c2cccnc2)c1,99000,BindingDB,id_6612
6613,Fc1cccc(CCNC(=O)C(N(C2CCC3(CCO3)CC2)C(=O)c2c[nH]cn2)c2cccnc2)c1,99000,BindingDB,id_6613
