inner_ID,Ligand SMILES,IC50 (nM),ref,onlyligand_token
id_154,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)c1,9,Pubchem&Chembl,"['C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'C0', 'Cl6', 'N1', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'F1', 'C0', 'C0', 'F1', 'C0', 'O0', 'C0']"
id_1482,O=C(Nc1cncc2ccc(F)cc12)[C@H]1CCOc2cc(F)c(Cl)cc21,253.7382286,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'F1', 'C0', 'Cl6', 'C0', 'C0']"
id_427,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S([O-])(=O)=O,31,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'O0', 'S6', 'O0', 'O0', 'O0']"
id_5778,C1CN(CCN1CC2=CC(=CC=C2)Cl)C(=O)C=O,53000,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'C0', 'O0']"
id_3093,O=C(CC1Sc2ncnn2C1=O)Nc1ccc(Br)cc1,2040,Pubchem&Chembl,"['O0', 'C0', 'C0', 'C0', 'S2', 'C3', 'N1', 'C0', 'N1', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'Br0', 'C0', 'C0']"
id_7173,O=C(Cc1c[nH]c2cc(Cl)ccc12)Nc1cccc2[nH]c(=O)[nH]c12,99500,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0']"
id_5706,CC1CCN(CC1)CC(=O)NC2=C(C=CN=C2)C,49200,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0']"
id_6868,CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2nnn[nH]2)c2cccnc2)cc1,99500,Moonshot,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'N1', 'N1', 'N1', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0']"
id_5301,COC1=CC=C(C=C1)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C(F)(F)F)C(=O)C=C,26900,Pubchem&Chembl,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'F1', 'F1', 'C0', 'O0', 'C0', 'C3']"
id_158,C1C[C@H]2CN([C@H]([C@@H]2C1)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C(=O)COC4=CC=C(C=C4)Cl,9.2,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_1053,CCNC(=O)Cn1c(=O)nc(Nc2cc3cn(C)nc3cc2Cl)n(Cc2cc(F)c(F)c(F)c2)c1=O,140,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'C0', 'Cl6', 'N1', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'F1', 'C0', 'F1', 'C0', 'C0', 'O0']"
id_6259,O=C(Cc1cccc(Cl)c1)N[C@H]1CCNC1=O,99000,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0']"
id_2496,Cn1cc(CN2CC(C(=O)Nc3cncc4ccc(F)cc34)c3cc(Cl)ccc3C2)nn1,914,BindingDB,"['C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'N1', 'N1']"
id_8004,CC(C)C[C@@H](NC(=O)[C@H](NC(=O)OCC(C)(C)C)C(C)C)C(=O)N[C@H](C[C@H]1CCNC1=O)C(=O)c1nccs1,280000,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'S2']"
id_6555,COC1=C(C=C(C=C1)N2C(=O)CCS2(=O)=O)S(=O)(=O)NC3=CC=CC4=C3N=CC=C4,99000,Pubchem&Chembl,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'S6', 'O0', 'O0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0']"
id_1282,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,199,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C3', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0']"
id_26,C[C@H]([C@@H](C(=O)C[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2)OC(C)(C)C,1.3,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C3', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0', 'N1', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0']"
id_717,COc1c(O)ccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,74,BindingDB,"['C0', 'O0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'N7']"
id_93,CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(=O)[C@H](CC1CCC1)NC(=O)C(F)(F)F,6,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'N7', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'F1', 'F1', 'F1']"
id_368,COc1ccc(c2[nH]c(cc12)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C(F)(F)F,23,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'N7', 'C0', 'F1', 'F1', 'F1']"
id_7416,C1CC2(CCC1N(C(C3=CN=CC=C3)C(=O)NCCC4=CC(=CC=C4)F)C(=O)C5=COC=N5)CCO2,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1', 'C0', 'C0', 'O0']"
id_6987,Cc1nc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)nn1-c1nnc[nH]1,99500,Moonshot,"['C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'N1', 'C0', 'N1', 'N1', 'C3', 'N1']"
id_4537,CN(C)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,11533.0756,Moonshot,"['C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0']"
id_73,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl,5,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'O0', 'C0', 'Cl6']"
id_3248,COC(=O)CCc1nocc1CNCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,2510,BindingDB,"['C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'N1', 'O0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_2266,Cc1ccccc1C(=O)N(C)c1ccccc1,670,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4862,Cn1ncc(n1)C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccc(cc1)C(C)(C)C,17600,BindingDB,"['C0', 'N1', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_7458,C1CNCCC1C2=CC=C(C=C2)N(CC3CCOC3)C(=O)CN4C5=CC=CC=C5N=N4,99500,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'N1']"
id_1987,COC1(CCN(C1=O)C2=CN=CC3=CC=CC=C32)C4=CC(=CC=C4)Cl,467,Pubchem&Chembl,"['C0', 'O0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_6137,C1COC2=C([C@H]1C(=O)NC3=C4C=C(C=CC4=CN=C3)F)C=C(C=C2)Cl,92100,Pubchem&Chembl,"['C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_2594,CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCCCC1)c1cncc(O)c1)C(=O)CCl,1040,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C0', 'Cl6']"
id_5825,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)CNC(=O)C,55500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'N1', 'C0', 'O0', 'C0']"
id_4467,CS(=O)(=O)N1CCN(C(=O)CCl)CC1c1ccccc1,10562.35439,Moonshot,"['C3', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_5918,CC(C)C[C@H](NC(=O)C(NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)Cn1[nH]c(=O)c2ccccc2c1=O,64000,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C3', 'O0', 'C0', 'N1', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0']"
id_3798,Cn1ccnc1CN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1,5053.344967,Moonshot,"['C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_7335,C[C@H](C/C=C/C(C)(C)OC)[C@H]1CC[C@@]2([C@@]1(CC[C@@]3([C@H]2[C@H](C=C4[C@H]3CC[C@@H](C4(C)C)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C=O)C)C,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'O0', 'O0', 'O0', 'O0', 'C3', 'O0', 'C0', 'C0']"
id_6580,Cc1ccc(Nc2ccccc2C(=O)N2CCC(CC2)C2CCNC2)cc1,99000,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0']"
id_375,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C3CC3)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C,24,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'F1', 'F1', 'F1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'N7', 'C0']"
id_843,CC(C)(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,100,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C3', 'N7', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_5987,CC1=C(C(=NC=C1)NC(=O)C2CCOC3=C2C=C(C=C3)Cl)N,71600,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'N1']"
id_5101,COc1cc(C=C2SC(=Nc3ccccc3)N(C2=O)c2ccccc2)ccc1OCc1cccc(c1)C(O)=O,21490,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S2', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'O0']"
id_4918,Cc1cc(OC(CCC(F)(F)F)c2ccc(cc2)C(=O)NCCC(O)=O)cc(C)c1-c1ccc(cc1)C(C)(C)C,19180,BindingDB,"['C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'F1', 'F1', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4161,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCCN2,7271.976629,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1']"
id_4150,Cn1cc(C2=NOC(C(=O)NC(C(=O)Nc3cncc4ccccc34)c3cccc(Cl)c3)C2)cn1,7190.307008,Moonshot,"['C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'O0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'N1']"
id_3731,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,4777.123596,Moonshot,"['C3', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'Cl6', 'C0']"
id_7795,Cc1nc2ccc(cc2o1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,99500,BindingDB,"['C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1']"
id_6341,C1=CN=C(N=C1Cl)C#N,99000,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'Cl6', 'C3', 'N7']"
id_5334,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)N2CCCS2(=O)=O)c2cccnc2)c1,27800,BindingDB,"['F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0']"
id_6001,Cn1cnc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,74151.01315,Moonshot,"['C0', 'N1', 'C3', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1']"
id_5690,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)CCC(=O)N2CC(F)F,47764.97836,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'F1', 'F1']"
id_3163,C1=CC(=CC(=C1)Cl)CC(=O)NC2=C3C=CC(=CC3=CN=C2)C(F)F,2250,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'F1', 'F1']"
id_649,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,61.26988717,Moonshot,"['N7', 'C3', 'C0', 'C0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'C0', 'C0']"
id_5586,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,40650.39805,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'N1', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_1681,Cc1nnc(SC(=O)c2cc3ccccc3o2)s1,316,Pubchem&Chembl,"['C0', 'C0', 'N1', 'N1', 'C3', 'S2', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'S2']"
id_4947,Clc1cccc(c1)C(NC(=O)Cn1ncn2nccc2c1=O)C(=O)Nc1cncc2ccccc12,19500,BindingDB,"['Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'N1', 'C0', 'N1', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_1818,CCNC(=O)Cn1sc2cc(F)ccc2c1=O,380,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'S2', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'O0']"
id_6747,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(cc2)-n2cnnc2)nn1,99000,BindingDB,"['N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'S2', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C3', 'N1', 'N1', 'C3', 'N1', 'N1']"
id_3159,Fc1cccc(CCN([C@@H](C(=O)NC2CCC(F)(F)CC2)c2cncnc2)C(=O)C2CO2)c1,2220,BindingDB,"['F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'F1', 'F1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C0']"
id_4815,COC1=C(C=CC=C1Cl)OCCNC(=O)C2=CC(=O)N=C3C2C=CC=C3,16500,Pubchem&Chembl,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'O0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
