inner_ID,Ligand SMILES,IC50 (nM),ref,onlyligand_token
id_4620,Clc1ccc(cc1)-c1ccc(o1)C(=O)Cc1cc(Br)ccn1,13000,BindingDB,"['Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Br0', 'C0', 'C0', 'N1']"
id_3628,O=C(NC1CCCC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,4100,Pubchem&Chembl,"['O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_2611,COCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)(C)C)NC(=O)C1CCCO1,1076,BindingDB,"['C0', 'O0', 'C0', 'C3', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0']"
id_5186,C[C@@]1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,24000,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_7595,CC1=C[C@H]([C@H]([C@@H](C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C(C=C4O)C5=CC6=C(O5)C=C(C=C6)O)O,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'O0']"
id_7058,Cn1cc(-c2cc(C(=O)N(c3ccc(C(C)(C)C)cc3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)on2)cn1,99500,Moonshot,"['C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'N1']"
id_3130,Cc1ccc(OCCN2C(=O)C(=O)c3cccc(Cl)c23)cc1,2150,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0']"
id_1118,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(=O)c1cn(C)cn1,152,BindingDB,"['C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1']"
id_2904,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,1620,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'C0', 'Cl6']"
id_3145,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCN1CCOCC1)c1cccnc1)C(=O)c1ccco1,2190,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0']"
id_7844,Cn1cc(cn1)-c1cc(on1)C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccc(cc1)C(C)(C)C,99500,BindingDB,"['C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4203,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,7900,Pubchem&Chembl,"['C0', 'O0', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0']"
id_3851,CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCC2CCOC2)c2cccnc2)cc1,5416.679104,Moonshot,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'O0', 'C3', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0']"
id_2028,C1C(C2=C(C=CC(=C2)Cl)NC1=O)C(=O)NC3=CN=CC4=CC=CC=C43,494,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'N1', 'C0', 'O0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_5241,O=C(Nc1cncc2ccccc12)C1CCOc2c(OCc3cccnc3)cc(Cl)cc21,24939.74693,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0']"
id_1508,COc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2=O,260,Pubchem&Chembl,"['C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'O0', 'C0', 'O0']"
id_51,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CC(O)NC1=O)C#N)C2(C)C,3,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'F1', 'F1', 'F1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'O0', 'C3', 'N7', 'C0', 'C0', 'C0']"
id_3437,CC1=NC2=C(S1)C=NC=C2NC(=O)C3CCOC4=C3C=C(C=C4)Cl,3230,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'C0', 'S2', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_3425,CC(C)(C(N)=O)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,3170,BindingDB,"['C0', 'C0', 'C0', 'C0', 'N1', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'S2', 'C0', 'C0', 'O0', 'C0', 'N1', 'N1', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4023,C1COC2=C(C1C(=O)NC3=C4CNCCC4=CN=C3)C=C(C=C2)Cl,6160,Pubchem&Chembl,"['C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_1776,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CCl)NC(=O)C2=CC3=C(N2)C=CC=C3OC,359,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C3', 'O0', 'C0', 'Cl6', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0']"
id_7714,COC1=NC=C(C2=CC=CC=C21)NC(=O)CC3=CC(=CC=C3)Cl,99500,Pubchem&Chembl,"['C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_7611,CC1=CC(=O)NC=C1NC(=O)C2CCOC3=C2C=C(C=C3)Cl,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6']"
id_2679,C1C(C2=C(C=CC(=C2)Cl)C(=O)N1)C(=O)NC3=C4C=CC(=CC4=CN=C3)F,1150,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'F1']"
id_1447,CN1CC[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,245.7635797,Moonshot,"['C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0']"
id_369,Clc1cncc(OC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)c1,23,BindingDB,"['Cl6', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'N1', 'C0']"
id_1267,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,194.6785045,Moonshot,"['C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0']"
id_3208,CCOC(=O)c1ccc(NC(=O)CC2SC(=O)N(c3ccccc3)C2=O)cc1,2399.204259,Moonshot,"['C0', 'C0', 'O0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'S2', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0']"
id_2640,O=C(Nc1cncc2ccccc12)C1CCN(Cc2cnc[nH]2)c2ccc(Cl)cc21,1116.735215,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C3', 'N1', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0']"
id_7839,Cn1c(cc2c1n(C)c(=O)n(C)c2=O)C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccc(cc1)C(C)(C)C,99500,BindingDB,"['C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'C0', 'O0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4089,CC(=O)OCC1Cc2c(-c3ccc(S(C)(=O)=O)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,6650,Pubchem&Chembl,"['C0', 'C0', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S6', 'C3', 'O0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Br0', 'C0', 'C0', 'C0']"
id_1744,O=C(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)NCC(F)(F)F,339.9851494,Moonshot,"['O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'F1', 'F1', 'F1']"
id_1902,CC1=CC(=CC=C1)C2CN(CC3=CC=CC=C23)C(=O)CCl,420,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'Cl6']"
id_5793,CC1=NN=C(O1)C2CC3=CC=CC=C3CN2C(=O)CCl,53500,Pubchem&Chembl,"['C0', 'C0', 'N1', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6']"
id_3657,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccncc12,4273.263577,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0']"
id_8001,CCCCN(C)C[C@H]1O[C@@H](CN[C@@H](Cc2c[nH]cn2)C=O)CC2CCCCC12,260000,BindingDB,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C3', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_6452,CC1=C(C=NC=C1)NC(=O)CCC2=CC(=CC=C2)F,99000,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1']"
id_639,FC1(F)CCC(C1)NC(=O)[C@@H](N(C(=O)CCl)c1ccc(cc1)-c1cncs1)c1cncnc1,60,BindingDB,"['F1', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'O0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C3', 'S2', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0']"
id_6728,Fc1cc(ccc1NC(=O)C1CCCCC(=O)N1)-c1nc[nH]n1,99000,BindingDB,"['F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'N1', 'C3', 'N1', 'N1']"
id_1376,COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,224,BindingDB,"['C0', 'O0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0']"
id_6084,CCCCN(CCCNC(=O)NC1=CN(C(=O)C2=CC=CC=C21)CC(C)C)C3=CC=CC=C3,82700,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_3625,CC(C1=CC(=C(C=C1)Cl)Cl)(C(=O)NC2=CN=CC3=CC=CC=C32)NC(=O)C4CCC(=O)NC4,4100,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0']"
id_3791,NC[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,5020,BindingDB,"['N7', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_4756,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)/C=C(/C3=CC=CC=C3)\C(F)(F)F,15300,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'F1', 'F1']"
id_4905,CC(C)(C)c1ccc(N(C(=O)c2cc(CO)[nH]n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,18771.21628,Moonshot,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0']"
id_2426,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)C3=CN=CC4=CC=CC=C43,833,Pubchem&Chembl,"['C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_7525,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=NN5C=C(C=NC5=N4)CCO,99500,Pubchem&Chembl,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'O0', 'C0', 'N1', 'N1', 'C0', 'C0', 'C0', 'N1', 'C0', 'N1', 'C0', 'C0', 'O0']"
id_6988,Cc1nc(C)c(S(=O)(=O)NCC2CCCC3CC23)s1,99500,Moonshot,"['C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'S2']"
id_1130,O=C(Nc1cncc2ccccc12)C1CCNc2cc(Cl)c(Cl)cc21,153.5513554,Moonshot,"['O0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'Cl6', 'C0', 'C0']"
id_2362,NC(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2s1,761,BindingDB,"['N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'S2']"
id_2859,CN(C)C(=O)CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,1535.93508,Moonshot,"['C0', 'N1', 'C0', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_1665,C1CC1S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,310,Pubchem&Chembl,"['C0', 'C0', 'C0', 'S6', 'O0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_6203,Cc1cc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)no1,99000,Moonshot,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'O0']"
id_6229,Cn1cc(NC(=O)NCc2ccccn2)c2ccccc2c1=O,99000,Moonshot,"['C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0']"
id_2759,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cc(=O)[nH]c2ccccc12)C(=O)c1c[nH]cn1,1310,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'F1', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'N1', 'C3', 'N1']"
id_1245,COC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,185.6073074,Moonshot,"['C0', 'O0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0']"
id_1128,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cc2ccccc2[nH]1,153.1,Pubchem&Chembl,"['O0', 'C3', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1']"
id_6754,Cc1ccncc1NC(=O)CN1CCCCC1,99000,BindingDB,"['C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'O0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_2270,C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,679,BindingDB,"['C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'O0']"
id_2901,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,1604.57756,Moonshot,"['O0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0']"
id_5164,O=C(Cc1cccc(Cl)c1F)Nc1cncc2ccccc12,23555.95544,Moonshot,"['O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'F1', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0']"
id_498,Cc1cc(no1)C(=O)N[C@@H](CC1CCCC1)C(=O)NN(CCC(N)=O)C(=O)C(F)Cl,41,BindingDB,"['C0', 'C0', 'C0', 'C0', 'N1', 'O0', 'C0', 'O0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'N1', 'N1', 'C0', 'C0', 'C0', 'N1', 'O0', 'C0', 'O0', 'C0', 'F1', 'Cl6']"
id_5310,NS(=O)(=O)c1ccc(CNC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,27277.15506,Moonshot,"['N7', 'S6', 'O0', 'O0', 'C0', 'C0', 'C0', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'O0', 'N1', 'C0', 'C0', 'N1', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'C0', 'O0', 'C0', 'C0', 'C0', 'C0', 'Cl6', 'C0', 'C0', 'C0', 'C0', 'F1']"
